18:38:30 === Wiki generation started ===
18:38:30 [initializing] Started (total: 0)
18:39:30 [modules] Started (total: 0)
18:40:07 [modules] Complete (2 items, 37.3s, 3.2/min)
21:13:58 [71/71] Completed: src/local_deepwiki/export/streaming.py (34.8s, 1.9/min)
21:13:58 [file_docs] Complete (71 items, 36m 39s, 1.9/min)
01:19:22 ==================================================
01:19:22   Wiki Generation Complete
01:19:22 ==================================================
01:19:22   Total time: 4h 43m
01:19:22 
01:19:22   - initializing: 1m 12s
01:19:22   - modules: 12.7s (2 pages, 9.4/min)
01:19:22   - file_docs: 4h 42m (71 pages, 0.3/min)
01:19:22 
01:19:22   Total pages: 73
01:19:22 ==================================================
